fromNode	toNode	weight	direction	fromAltName	toAltName
ENSMUSG00000000154	ENSMUSG00000028567	0.172538919022217	undirected	Slc22a18	Txndc12
ENSMUSG00000000154	ENSMUSG00000028581	0.0669848788152873	undirected	Slc22a18	Laptm5
ENSMUSG00000000154	ENSMUSG00000028992	0.0468986717993301	undirected	Slc22a18	Nmnat1
ENSMUSG00000000154	ENSMUSG00000029073	0.199191860669864	undirected	Slc22a18	Gltpd1
ENSMUSG00000000154	ENSMUSG00000029119	0.218020299928857	undirected	Slc22a18	Man2b2
ENSMUSG00000000154	ENSMUSG00000029462	0.0859780418410115	undirected	Slc22a18	Vps29
ENSMUSG00000000154	ENSMUSG00000029560	0.180491062143739	undirected	Slc22a18	Snx8
ENSMUSG00000000154	ENSMUSG00000029599	0.210805936272815	undirected	Slc22a18	Ddx54
ENSMUSG00000000154	ENSMUSG00000029617	0.133392745244252	undirected	Slc22a18	Ccz1
ENSMUSG00000000154	ENSMUSG00000029647	0.0984740122735671	undirected	Slc22a18	Pan3
ENSMUSG00000000154	ENSMUSG00000029810	0.192887508003254	undirected	Slc22a18	Tmem176b
ENSMUSG00000000154	ENSMUSG00000029920	0.213849503954049	undirected	Slc22a18	Smarcad1
ENSMUSG00000000154	ENSMUSG00000030281	0.119506415387591	undirected	Slc22a18	Il17rc
ENSMUSG00000000154	ENSMUSG00000030341	0.082936267334816	undirected	Slc22a18	Tnfrsf1a
ENSMUSG00000000154	ENSMUSG00000030465	0.0909436269631316	undirected	Slc22a18	Psd3
ENSMUSG00000000154	ENSMUSG00000030498	0.182193153790886	undirected	Slc22a18	Gas2
ENSMUSG00000000154	ENSMUSG00000030588	0.0707136292446715	undirected	Slc22a18	Yif1b
ENSMUSG00000000154	ENSMUSG00000031060	0.154230935007122	undirected	Slc22a18	Rbm10
ENSMUSG00000000154	ENSMUSG00000031167	0.16022187089225	undirected	Slc22a18	Rbm3
ENSMUSG00000000154	ENSMUSG00000031327	0.213329281436893	undirected	Slc22a18	Chic1
ENSMUSG00000000154	ENSMUSG00000031445	0.195829434435253	undirected	Slc22a18	Proz
ENSMUSG00000000154	ENSMUSG00000031523	0.0916075606122655	undirected	Slc22a18	Dlc1
ENSMUSG00000000154	ENSMUSG00000031626	0.206024292593789	undirected	Slc22a18	Sorbs2
ENSMUSG00000000154	ENSMUSG00000031799	0.145638978880839	undirected	Slc22a18	Tpm4
ENSMUSG00000000154	ENSMUSG00000031913	0.163436501222447	undirected	Slc22a18	Vps4a
ENSMUSG00000000154	ENSMUSG00000031924	0.0236381840773777	undirected	Slc22a18	Cyb5b
ENSMUSG00000000154	ENSMUSG00000031958	0.178245755288052	undirected	Slc22a18	Ldhd
ENSMUSG00000000154	ENSMUSG00000032808	0.0371189191313184	undirected	Slc22a18	Cyp2c38
ENSMUSG00000000154	ENSMUSG00000033916	0.0881722575755792	undirected	Slc22a18	Chmp2a
ENSMUSG00000000154	ENSMUSG00000034024	0.0671147986631348	undirected	Slc22a18	Cct2
ENSMUSG00000000154	ENSMUSG00000034152	0.0234751307801251	undirected	Slc22a18	Exoc3
ENSMUSG00000000154	ENSMUSG00000034371	0.140583472528433	undirected	Slc22a18	Dak
ENSMUSG00000000154	ENSMUSG00000034390	0.164454873689533	undirected	Slc22a18	Cmip
ENSMUSG00000000154	ENSMUSG00000034543	0.0475092176705667	undirected	Slc22a18	Morc2a
ENSMUSG00000000154	ENSMUSG00000034738	0.148921571080623	undirected	Slc22a18	Nostrin
ENSMUSG00000000154	ENSMUSG00000034757	0.123496617554216	undirected	Slc22a18	Tmub2
ENSMUSG00000000154	ENSMUSG00000034801	0.12558619851418	undirected	Slc22a18	Sos2
ENSMUSG00000000154	ENSMUSG00000034973	0.171927828136225	undirected	Slc22a18	Dopey1
ENSMUSG00000000154	ENSMUSG00000035212	0.0282193807461866	undirected	Slc22a18	Leprot
ENSMUSG00000000154	ENSMUSG00000036292	0.133631824732251	undirected	Slc22a18	Gramd1c
ENSMUSG00000000154	ENSMUSG00000036550	0.127734273964863	undirected	Slc22a18	Cnot1
ENSMUSG00000000154	ENSMUSG00000037134	0.0240575848157829	undirected	Slc22a18	Prmt10
ENSMUSG00000000154	ENSMUSG00000037287	0.200242878530752	undirected	Slc22a18	Tbcel
ENSMUSG00000000154	ENSMUSG00000037361	0.0679199939957811	undirected	Slc22a18	0610009D07Rik
ENSMUSG00000000154	ENSMUSG00000037475	0.177958777686775	undirected	Slc22a18	Thoc2
ENSMUSG00000000154	ENSMUSG00000037486	0.115447684731508	undirected	Slc22a18	Asxl2
ENSMUSG00000000154	ENSMUSG00000037514	0.160239328611739	undirected	Slc22a18	Pank2
ENSMUSG00000000154	ENSMUSG00000037797	0.207169790841163	undirected	Slc22a18	Adh4
ENSMUSG00000000154	ENSMUSG00000037894	0.311572828778615	undirected	Slc22a18	H2afz
ENSMUSG00000000154	ENSMUSG00000038174	0.0993216852933102	undirected	Slc22a18	Fam126b
ENSMUSG00000000154	ENSMUSG00000038181	0.0575024845377101	undirected	Slc22a18	Chpf2
ENSMUSG00000000154	ENSMUSG00000038206	0.0883021246926252	undirected	Slc22a18	Fbxo8
ENSMUSG00000000154	ENSMUSG00000038217	0.109389914945584	undirected	Slc22a18	Tlcd2
ENSMUSG00000000154	ENSMUSG00000038520	0.243573021306977	undirected	Slc22a18	Tbc1d17
ENSMUSG00000000154	ENSMUSG00000038648	0.18774451626923	undirected	Slc22a18	Creb3l2
ENSMUSG00000000154	ENSMUSG00000038844	0.0291773654280792	undirected	Slc22a18	Kif16b
ENSMUSG00000000154	ENSMUSG00000038975	0.153709698272748	undirected	Slc22a18	Rabggtb
ENSMUSG00000000154	ENSMUSG00000039159	0.150766514941939	undirected	Slc22a18	Ube2h
ENSMUSG00000000154	ENSMUSG00000039205	0.261836809493555	undirected	Slc22a18	Ciz1
ENSMUSG00000000154	ENSMUSG00000039414	0.149282784701146	undirected	Slc22a18	Heatr5b
ENSMUSG00000000154	ENSMUSG00000039615	0.136923420340653	undirected	Slc22a18	Stub1
ENSMUSG00000000154	ENSMUSG00000039653	0.152236323148716	undirected	Slc22a18	Baat
ENSMUSG00000000154	ENSMUSG00000039917	0.148560251670195	undirected	Slc22a18	Rhbdd2
ENSMUSG00000000154	ENSMUSG00000040025	0.101154723199739	undirected	Slc22a18	Ythdf2
ENSMUSG00000000154	ENSMUSG00000040455	0.160941827358343	undirected	Slc22a18	Usp45
ENSMUSG00000000154	ENSMUSG00000040488	0.0583693116406361	undirected	Slc22a18	Ltbp4
ENSMUSG00000000154	ENSMUSG00000041268	0.238214291077815	undirected	Slc22a18	Dmxl2
ENSMUSG00000000154	ENSMUSG00000041530	0.200937755818329	undirected	Slc22a18	Eif2c1
ENSMUSG00000000154	ENSMUSG00000041769	0.159107256514061	undirected	Slc22a18	Ppp2r2d
ENSMUSG00000000154	ENSMUSG00000042046	0.183552179967612	undirected	Slc22a18	Dstyk
ENSMUSG00000000154	ENSMUSG00000042286	0.153281036208323	undirected	Slc22a18	Stab1
ENSMUSG00000000154	ENSMUSG00000042302	0.299048287668185	undirected	Slc22a18	Ehbp1
ENSMUSG00000000154	ENSMUSG00000042305	0.151707254965333	undirected	Slc22a18	Tmem183a
ENSMUSG00000000154	ENSMUSG00000042709	0.152120292358809	undirected	Slc22a18	Atpaf2
ENSMUSG00000000154	ENSMUSG00000042770	0.126769211993114	undirected	Slc22a18	Hebp1
ENSMUSG00000000154	ENSMUSG00000042988	0.187210420616748	undirected	Slc22a18	Notum
ENSMUSG00000000154	ENSMUSG00000044080	0.0982784025986315	undirected	Slc22a18	S100a1
ENSMUSG00000000154	ENSMUSG00000044393	0.150255919146872	undirected	Slc22a18	Dsg2
ENSMUSG00000000154	ENSMUSG00000045962	0.12173979048661	undirected	Slc22a18	Wnk1
ENSMUSG00000000154	ENSMUSG00000046897	0.172500442592176	undirected	Slc22a18	Zfp740
ENSMUSG00000000154	ENSMUSG00000047412	0.188545932653501	undirected	Slc22a18	Zbtb44
ENSMUSG00000000154	ENSMUSG00000049577	0.0978938881142761	undirected	Slc22a18	Zfpm1
ENSMUSG00000000154	ENSMUSG00000051451	0.15056743010211	undirected	Slc22a18	Crebzf
ENSMUSG00000000154	ENSMUSG00000052085	0.154147165202409	undirected	Slc22a18	Dock8
ENSMUSG00000000154	ENSMUSG00000052539	0.114758786696441	undirected	Slc22a18	Magi3
ENSMUSG00000000154	ENSMUSG00000052915	0.105946818392655	undirected	Slc22a18	Msl1
ENSMUSG00000000154	ENSMUSG00000054855	0.0214050110447654	undirected	Slc22a18	Rnd1
ENSMUSG00000000154	ENSMUSG00000055053	0.121704617238378	undirected	Slc22a18	Nfic
ENSMUSG00000000154	ENSMUSG00000055401	0.172046042461275	undirected	Slc22a18	Fbxo6
ENSMUSG00000000154	ENSMUSG00000056537	0.0459153302326203	undirected	Slc22a18	Rlim
ENSMUSG00000000154	ENSMUSG00000057103	0.0468980766981732	undirected	Slc22a18	Cml1
ENSMUSG00000000154	ENSMUSG00000057113	0.189225626786276	undirected	Slc22a18	Npm1
ENSMUSG00000000154	ENSMUSG00000058569	0.161367192647212	undirected	Slc22a18	Tmed9
ENSMUSG00000000154	ENSMUSG00000059182	0.277448139825001	undirected	Slc22a18	Skap2
ENSMUSG00000000154	ENSMUSG00000060373	0.128581263065454	undirected	Slc22a18	Hnrnpc
ENSMUSG00000000154	ENSMUSG00000060475	0.171202195414729	undirected	Slc22a18	Wtap
ENSMUSG00000000154	ENSMUSG00000060538	0.0705618320285768	undirected	Slc22a18	Tmem219
ENSMUSG00000000154	ENSMUSG00000062234	0.0960586676621356	undirected	Slc22a18	Gak
ENSMUSG00000000154	ENSMUSG00000063077	0.175550726292032	undirected	Slc22a18	Kif1b
ENSMUSG00000000154	ENSMUSG00000064215	0.160688746339806	undirected	Slc22a18	Ifi27l1
ENSMUSG00000000154	ENSMUSG00000065954	0.135092241954243	undirected	Slc22a18	Tacc1
ENSMUSG00000000154	ENSMUSG00000067847	0.0575175063792744	undirected	Slc22a18	Romo1
ENSMUSG00000000154	ENSMUSG00000068551	0.147687921643576	undirected	Slc22a18	Zfp467
ENSMUSG00000000154	ENSMUSG00000070576	0.118779802404694	undirected	Slc22a18	Mn1
ENSMUSG00000000154	ENSMUSG00000071551	0.101261593996179	undirected	Slc22a18	Akr1c19
ENSMUSG00000000154	ENSMUSG00000073609	0.235074400366573	undirected	Slc22a18	D2hgdh
ENSMUSG00000000154	ENSMUSG00000074733	0.0871003939670393	undirected	Slc22a18	5830428H23Rik
ENSMUSG00000000154	ENSMUSG00000075595	0.154573456372111	undirected	Slc22a18	Zfp652
ENSMUSG00000000154	ENSMUSG00000075700	0.130266040067731	undirected	Slc22a18	2810407C02Rik
ENSMUSG00000000154	ENSMUSG00000076435	0.0997250756281254	undirected	Slc22a18	Acsf2
ENSMUSG00000000154	ENSMUSG00000079065	0.161036463800919	undirected	Slc22a18	BC005561
ENSMUSG00000000154	ENSMUSG00000084786	0.267389560493738	undirected	Slc22a18	Ubl5
ENSMUSG00000000154	ENSMUSG00000090262	0.0243505110624222	undirected	Slc22a18	Mpv17
ENSMUSG00000000154	ENSMUSG00000091867	0.0506743732341286	undirected	Slc22a18	Cyp2a22
ENSMUSG00000000154	ENSMUSG00000093077	0.158602213272014	undirected	Slc22a18	Mir5105
ENSMUSG00000000154	ENSMUSG00000093674	0.039539820214716	undirected	Slc22a18	Rpl41
ENSMUSG00000000154	ENSMUSG00000093904	0.148120627776223	undirected	Slc22a18	Tomm20
ENSMUSG00000000154	NA	0.285729663283223	undirected	Slc22a18	NA
ENSMUSG00000000154	NA	0.064782717151627	undirected	Slc22a18	NA
ENSMUSG00000000154	NA	0.140945151849261	undirected	Slc22a18	NA
ENSMUSG00000000154	NA	0.0506706872981997	undirected	Slc22a18	NA
ENSMUSG00000000154	NA	0.0859144094512793	undirected	Slc22a18	NA
ENSMUSG00000000154	NA	0.139935526866598	undirected	Slc22a18	NA
ENSMUSG00000000154	NA	0.110985980168047	undirected	Slc22a18	NA
ENSMUSG00000000154	NA	0.263824986259319	undirected	Slc22a18	NA
ENSMUSG00000000154	NA	0.104537146475767	undirected	Slc22a18	NA
ENSMUSG00000000154	NA	0.0797221658702884	undirected	Slc22a18	NA
ENSMUSG00000000154	NA	0.0206724720772509	undirected	Slc22a18	NA
ENSMUSG00000000154	NA	0.143675667700707	undirected	Slc22a18	NA
ENSMUSG00000000154	NA	0.120641960063187	undirected	Slc22a18	NA
ENSMUSG00000000154	NA	0.0969618977100127	undirected	Slc22a18	NA
ENSMUSG00000000154	NA	0.224430100902587	undirected	Slc22a18	NA
ENSMUSG00000000154	NA	0.0332371399443211	undirected	Slc22a18	NA
ENSMUSG00000000154	NA	0.0661352217826671	undirected	Slc22a18	NA
ENSMUSG00000000563	ENSMUSG00000001018	0.0471855891286541	undirected	Atp5f1	Snapin
ENSMUSG00000000563	ENSMUSG00000001891	0.0207317180958227	undirected	Atp5f1	Ugp2
ENSMUSG00000000563	ENSMUSG00000001942	0.0220983916369689	undirected	Atp5f1	Siae
ENSMUSG00000000563	ENSMUSG00000002031	0.0709651648478166	undirected	Atp5f1	Ift46
ENSMUSG00000000563	ENSMUSG00000002320	0.0755649096659824	undirected	Atp5f1	Tm9sf1
ENSMUSG00000000563	ENSMUSG00000004071	0.0748991303353782	undirected	Atp5f1	Cdip1
ENSMUSG00000000563	ENSMUSG00000004880	0.0573616027367687	undirected	Atp5f1	Lbr
ENSMUSG00000000563	ENSMUSG00000004936	0.0714170063381677	undirected	Atp5f1	Map2k1
ENSMUSG00000000563	ENSMUSG00000004945	0.057630804378079	undirected	Atp5f1	Tmem242
ENSMUSG00000000563	ENSMUSG00000004980	0.0210886294253059	undirected	Atp5f1	Hnrnpa2b1
ENSMUSG00000000563	ENSMUSG00000005225	0.0604922949487811	undirected	Atp5f1	Plekha8
ENSMUSG00000000563	ENSMUSG00000005354	0.0535374590080978	undirected	Atp5f1	Txn2
ENSMUSG00000000563	ENSMUSG00000005682	0.057949215593613	undirected	Atp5f1	Pan2
ENSMUSG00000000563	ENSMUSG00000006740	0.0406938269571176	undirected	Atp5f1	Kif5b
ENSMUSG00000000563	ENSMUSG00000007458	0.0309704353313509	undirected	Atp5f1	M6pr
ENSMUSG00000000563	ENSMUSG00000007850	0.0526825309723867	undirected	Atp5f1	Hnrnph1
ENSMUSG00000000563	ENSMUSG00000010045	0.0210229244767478	undirected	Atp5f1	Tmem115
ENSMUSG00000000563	ENSMUSG00000010048	0.0730406771302211	undirected	Atp5f1	Ifrd2
ENSMUSG00000000563	ENSMUSG00000010110	0.0533248434534251	undirected	Atp5f1	Stx5a
ENSMUSG00000000563	ENSMUSG00000012422	0.0500400977540452	undirected	Atp5f1	Tmem167
ENSMUSG00000000563	ENSMUSG00000014226	0.0433053157111761	undirected	Atp5f1	Cacybp
ENSMUSG00000000563	ENSMUSG00000015165	0.0487051478241319	undirected	Atp5f1	Hnrnpl
ENSMUSG00000000563	ENSMUSG00000018761	0.0320618751745915	undirected	Atp5f1	Mpdu1
ENSMUSG00000000563	ENSMUSG00000019054	0.0617879014147741	undirected	Atp5f1	Fis1
ENSMUSG00000000563	ENSMUSG00000020003	0.0427272562466295	undirected	Atp5f1	Pex7
ENSMUSG00000000563	ENSMUSG00000020048	0.0722192414874559	undirected	Atp5f1	Hsp90b1
ENSMUSG00000000563	ENSMUSG00000020307	0.040226543939326	undirected	Atp5f1	Cdc34
ENSMUSG00000000563	ENSMUSG00000020514	0.0458934675007449	undirected	Atp5f1	Mrpl22
ENSMUSG00000000563	ENSMUSG00000020538	0.0327031859504866	undirected	Atp5f1	Srebf1
ENSMUSG00000000563	ENSMUSG00000021133	0.0528682554462333	undirected	Atp5f1	4933426M11Rik
ENSMUSG00000000563	ENSMUSG00000021140	0.034122230113934	undirected	Atp5f1	Pcnx
ENSMUSG00000000563	ENSMUSG00000021281	0.0385025844379786	undirected	Atp5f1	Tnfaip2
ENSMUSG00000000563	ENSMUSG00000021327	0.0897182069025368	undirected	Atp5f1	Zkscan3
ENSMUSG00000000563	ENSMUSG00000021371	0.031058213641185	undirected	Atp5f1	Ccdc90a
ENSMUSG00000000563	ENSMUSG00000021681	0.0551079121926487	undirected	Atp5f1	Aggf1
ENSMUSG00000000563	ENSMUSG00000021704	0.045837727865351	undirected	Atp5f1	Mtx3
ENSMUSG00000000563	ENSMUSG00000021868	0.0389162330079294	undirected	Atp5f1	Ppif
ENSMUSG00000000563	ENSMUSG00000021922	0.0311782444758807	undirected	Atp5f1	Itih4
ENSMUSG00000000563	ENSMUSG00000021990	0.0875621697863952	undirected	Atp5f1	Spata13
ENSMUSG00000000563	ENSMUSG00000022558	0.0730714264116518	undirected	Atp5f1	Heatr7a
ENSMUSG00000000563	ENSMUSG00000022781	0.0995558493871416	undirected	Atp5f1	Pak2
ENSMUSG00000000563	ENSMUSG00000022911	0.0605828468797729	undirected	Atp5f1	Arl13b
ENSMUSG00000000563	ENSMUSG00000022956	0.0913075464349984	undirected	Atp5f1	Atp5o
ENSMUSG00000000563	ENSMUSG00000023055	0.0814845726000739	undirected	Atp5f1	Calcoco1
ENSMUSG00000000563	ENSMUSG00000023829	0.049310232008998	undirected	Atp5f1	Slc22a1
ENSMUSG00000000563	ENSMUSG00000023965	0.0532640493363711	undirected	Atp5f1	Fbxl17
ENSMUSG00000000563	ENSMUSG00000024098	0.0586129785380719	undirected	Atp5f1	Twsg1
ENSMUSG00000000563	ENSMUSG00000024212	0.0530084699070331	undirected	Atp5f1	Mllt1
ENSMUSG00000000563	ENSMUSG00000025240	0.0386115245974394	undirected	Atp5f1	Sacm1l
ENSMUSG00000000563	ENSMUSG00000025246	0.0354579440153266	undirected	Atp5f1	Tbl1x
ENSMUSG00000000563	ENSMUSG00000025364	0.0384537146703188	undirected	Atp5f1	Pa2g4
ENSMUSG00000000563	ENSMUSG00000025464	0.0721071061291852	undirected	Atp5f1	Paox
ENSMUSG00000000563	ENSMUSG00000025481	0.022299226342897	undirected	Atp5f1	1190003J15Rik
ENSMUSG00000000563	ENSMUSG00000026276	0.0704909595061894	undirected	Atp5f1	Sept2
ENSMUSG00000000563	ENSMUSG00000026437	0.0217213325798147	undirected	Atp5f1	Cdk18
ENSMUSG00000000563	ENSMUSG00000026819	0.0247318385954599	undirected	Atp5f1	Slc25a25
ENSMUSG00000000563	ENSMUSG00000026878	0.0641508693840485	undirected	Atp5f1	Rab14
ENSMUSG00000000563	ENSMUSG00000027247	0.038670730337656	undirected	Atp5f1	Arhgap1
ENSMUSG00000000563	ENSMUSG00000027439	0.0621088473546474	undirected	Atp5f1	Gzf1
ENSMUSG00000000563	ENSMUSG00000027997	0.0442898508755275	undirected	Atp5f1	Casp6
ENSMUSG00000000563	ENSMUSG00000028199	0.023325254605807	undirected	Atp5f1	Cryz
ENSMUSG00000000563	ENSMUSG00000028245	0.0580974939620308	undirected	Atp5f1	Nsmaf
ENSMUSG00000000563	ENSMUSG00000028567	0.0610890587611017	undirected	Atp5f1	Txndc12
ENSMUSG00000000563	ENSMUSG00000029073	0.0465163359954529	undirected	Atp5f1	Gltpd1
